unit_id,X1_team_size,X2_avg_employee_age,department,role_level,remote_ratio,digital_maturity_score,A_copilot_treatment,Y_observed_productivity_outcome,Y0_no_copilot,Y1_with_copilot,true_treatment_effect,propensity_score
1882,7,38.99,Finance,Senior,1,0.64,1,66.388,61.208,66.388,5.18,0.6604
1883,12,40.87,Legal,Senior,0.69,0.23,1,75.183,70.823,75.183,4.36,0.7614
1884,10,25.21,Sales,Manager,0.43,0.98,1,73.186,66.226,73.186,6.96,0.6084
1885,9,38.24,HR,Senior,0.11,0.67,1,73.802,68.562,73.802,5.24,0.731
1886,12,38.57,Finance,Senior,0.16,0.94,1,80.704,74.924,80.704,5.78,0.8752
1887,12,30.08,Finance,Manager,0.61,0.79,0,70.359,70.359,75.839,5.48,0.7257
1888,6,37.16,Engineering,Senior,0.96,0.8,0,63.408,63.408,68.908,5.5,0.6329
1889,4,37.29,Engineering,Mid,0.63,0.29,1,63.66,59.18,63.66,4.48,0.3734
1890,11,41.36,Finance,Manager,0.43,0.22,1,71.805,67.465,71.805,4.34,0.7331
1891,11,32.74,Operations,Entry,0,0.98,1,77.574,71.714,77.574,5.86,0.7856
1892,12,43.19,Marketing,Entry,0.45,0.34,0,71.333,71.333,77.013,5.68,0.821
1893,4,37.11,Finance,Entry,1,0.25,1,63.311,58.911,63.311,4.4,0.3567
1894,7,40.01,Operations,Senior,0.98,0.48,1,69.059,64.199,69.059,4.86,0.6303
1895,6,43.43,Finance,Mid,0.57,0.53,1,68.979,64.019,68.979,4.96,0.675
1896,11,32.56,Engineering,Entry,0.61,0.82,0,68.897,68.897,74.437,5.54,0.7424
1897,12,39.08,Engineering,Senior,0.31,0.43,1,72.374,67.614,72.374,4.76,0.7823
1898,12,26.12,Legal,Mid,0.24,0.17,0,61.492,61.492,65.732,4.24,0.4375
1899,10,25.02,Legal,Entry,0.22,0.88,1,72.282,66.622,72.282,5.66,0.5705
1900,9,38.0,Engineering,Mid,0.29,0.05,1,69.766,65.766,69.766,4.0,0.5274
1901,9,31.99,Marketing,Senior,0.74,0.73,0,65.572,65.572,72.032,6.46,0.6274
1902,4,34.83,Finance,Manager,0.28,0.84,0,63.83,63.83,69.41,5.58,0.5076
1903,13,37.24,Operations,Manager,1,0.94,1,82.082,76.302,82.082,5.78,0.8816
1904,6,33.03,Finance,Senior,0.72,0.88,0,59.843,59.843,65.503,5.66,0.5708
1905,11,34.49,HR,Senior,0.14,0.72,1,75.714,70.374,75.714,5.34,0.7488
1906,14,30.6,Customer Support,Mid,0.31,0.9,1,81.523,74.723,81.523,6.8,0.8226
1907,12,31.13,Legal,Entry,0.82,0.45,1,74.33,69.53,74.33,4.8,0.6437
1908,13,24.15,HR,Manager,0.27,0.63,0,62.979,62.979,68.139,5.16,0.5977
1909,9,32.82,Sales,Mid,0.75,0.32,1,68.362,62.722,68.362,5.64,0.5055
1910,11,41.7,Finance,Senior,0,0.19,1,71.358,67.078,71.358,4.28,0.7308
1911,12,25.65,Customer Support,Senior,0.73,0.76,1,74.321,67.801,74.321,6.52,0.6301
1912,10,33.44,Sales,Entry,0.54,0.21,1,70.541,65.121,70.541,5.42,0.5259
1913,12,43.82,Customer Support,Mid,0,0.18,1,73.361,68.001,73.361,5.36,0.7951
1914,19,34.08,Operations,Mid,0.39,0.33,1,82.321,77.761,82.321,4.56,0.8754
1915,7,39.27,Operations,Entry,0.3,0.59,0,65.571,65.571,70.651,5.08,0.6503
1916,5,35.84,HR,Senior,0.96,0.88,1,65.877,60.217,65.877,5.66,0.5885
1917,4,36.63,HR,Senior,0.3,0.87,0,62.407,62.407,68.047,5.64,0.5583
1918,11,33.46,Customer Support,Mid,0.81,0.08,1,71.383,66.223,71.383,5.16,0.5257
1919,6,29.8,Finance,Manager,0.56,0.21,1,64.493,60.173,64.493,4.32,0.2802
1920,11,37.07,Marketing,Manager,0.81,0.99,1,81.234,74.254,81.234,6.98,0.8459
1921,10,30.32,Legal,Manager,0.55,0.28,1,69.216,64.756,69.216,4.46,0.4802
1922,17,34.31,Legal,Entry,0.55,0.4,1,77.337,72.637,77.337,4.7,0.8465
1923,9,42.77,Sales,Manager,0.04,0.47,1,75.225,69.285,75.225,5.94,0.7554
1924,9,37.18,Marketing,Manager,0.6,0.66,1,76.454,70.134,76.454,6.32,0.7089
1925,6,39.09,Marketing,Entry,0.49,0.9,1,70.862,64.062,70.862,6.8,0.7023
1926,11,42.67,Legal,Manager,0.32,0.12,1,72.399,68.259,72.399,4.14,0.7288
1927,13,26.14,Legal,Mid,0.41,0.41,1,72.01,67.29,72.01,4.72,0.5662
1928,9,32.72,Operations,Manager,0.86,0.59,1,72.681,67.601,72.681,5.08,0.5966
1929,11,30.17,Marketing,Manager,1,0.91,1,74.73,67.91,74.73,6.82,0.725
1930,9,23.2,Finance,Manager,0.69,0.23,0,61.348,61.348,65.708,4.36,0.275
1931,5,39.4,Legal,Manager,0.18,0.23,1,63.492,59.132,63.492,4.36,0.4422
1932,10,45.73,Engineering,Senior,0,0.56,1,76.199,71.179,76.199,5.02,0.8455
1933,11,41.76,Sales,Entry,0,0.15,1,76.097,70.797,76.097,5.3,0.7208
1934,14,40.29,Sales,Manager,0.54,0.58,1,78.7,72.54,78.7,6.16,0.8763
1935,9,26.04,Marketing,Mid,0.46,0.41,1,69.519,63.699,69.519,5.82,0.3864
1936,7,47.61,Sales,Mid,0.36,0.68,1,74.911,68.551,74.911,6.36,0.8171
1937,9,36.62,Customer Support,Senior,0.17,0.36,1,70.174,64.454,70.174,5.72,0.6035
1938,11,21.72,Sales,Senior,0.92,0.53,1,72.277,66.217,72.277,6.06,0.4198
1939,8,33.28,Operations,Entry,0.71,0.19,1,64.866,60.586,64.866,4.28,0.4259
1940,8,35.8,Engineering,Manager,0.6,0.17,1,64.874,60.634,64.874,4.24,0.475
1941,8,41.98,Operations,Entry,0.75,0.88,1,74.962,69.302,74.962,5.66,0.8101
1942,7,33.15,Finance,Manager,0.42,0.69,0,63.565,63.565,68.845,5.28,0.5523
1943,7,31.77,Operations,Manager,0.15,0.94,0,63.768,63.768,69.548,5.78,0.6072
1944,10,36.05,Sales,Entry,1,0.57,1,76.443,70.303,76.443,6.14,0.6991
1945,6,40.98,Sales,Mid,0,0.92,1,70.176,63.336,70.176,6.84,0.7419
1946,12,35.74,HR,Senior,0.18,0.6,1,76.074,70.974,76.074,5.1,0.7715
1947,18,34.23,Customer Support,Mid,0.48,0.74,1,84.434,77.954,84.434,6.48,0.9135
1948,12,39.29,Operations,Entry,0,0.79,1,74.504,69.024,74.504,5.48,0.8584
1949,8,39.38,Engineering,Entry,0.4,0.42,1,70.505,65.765,70.505,4.74,0.6392
1950,12,30.75,Finance,Manager,0.32,0.81,1,73.78,68.26,73.78,5.52,0.7429
1951,11,34.41,HR,Entry,0.17,0.01,1,69.31,65.39,69.31,3.92,0.5227
1952,11,29.27,Operations,Manager,0.1,0.81,1,73.01,67.49,73.01,5.52,0.6788
1953,6,29.41,Marketing,Mid,0.36,0.07,0,55.992,55.992,61.132,5.14,0.236
1954,8,32.64,Customer Support,Senior,0.61,0.05,0,60.207,60.207,65.307,5.1,0.3654
1955,8,22.54,Legal,Senior,0.35,0.6,1,66.624,61.524,66.624,5.1,0.3337
1956,4,24.49,Engineering,Mid,0.98,0.5,1,61.091,56.191,61.091,4.9,0.2017
1957,8,26.36,Engineering,Mid,0.63,0.18,0,55.493,55.493,59.753,4.26,0.2817
1958,12,36.25,Legal,Manager,0.38,0.0,1,73.934,70.034,73.934,3.9,0.604
1959,11,32.4,HR,Mid,0.81,0.69,0,66.475,66.475,71.755,5.28,0.7031
1960,6,33.06,Sales,Senior,0.94,0.81,0,64.228,64.228,70.848,6.62,0.5472
1961,17,38.31,Customer Support,Senior,0.42,0.91,1,85.567,78.747,85.567,6.82,0.9417
1962,13,26.8,Operations,Mid,0.72,0.28,0,66.007,66.007,70.467,4.46,0.5359
1963,7,38.15,Legal,Mid,0.1,0.71,1,69.684,64.364,69.684,5.32,0.6654
1964,12,31.25,Marketing,Mid,0.14,0.73,1,75.764,69.304,75.764,6.46,0.73
1965,12,33.74,Legal,Manager,0.98,0.05,1,69.792,65.792,69.792,4.0,0.5662
1966,5,40.23,Customer Support,Senior,0.1,0.49,1,68.904,62.924,68.904,5.98,0.5515
1967,5,42.22,Legal,Senior,0.15,0.77,1,70.03,64.59,70.03,5.44,0.6853
1968,9,40.41,Marketing,Senior,1,0.55,1,71.67,65.57,71.67,6.1,0.7363
1969,8,33.49,HR,Entry,0.45,0.76,1,69.2,63.78,69.2,5.42,0.6267
1970,10,30.93,HR,Manager,0.97,0.62,1,73.581,68.441,73.581,5.14,0.6111
1971,6,38.8,HR,Senior,0.19,0.37,1,64.719,60.079,64.719,4.64,0.5225
1972,11,40.92,Engineering,Manager,0.59,0.12,0,70.439,70.439,74.579,4.14,0.6965
1973,16,38.56,Legal,Manager,0.29,0.3,0,75.438,75.438,79.938,4.5,0.8545
1974,5,31.14,Marketing,Mid,0.35,0.99,1,70.201,63.221,70.201,6.98,0.5221
1975,11,30.3,Engineering,Mid,0.73,0.7,1,72.249,66.949,72.249,5.3,0.6653
1976,11,38.36,Customer Support,Manager,0.79,0.61,1,74.624,68.404,74.624,6.22,0.7835
1977,10,37.26,Finance,Mid,0.71,0.52,1,73.19,68.25,73.19,4.94,0.7071
1978,11,31.36,Finance,Senior,0.41,0.69,1,71.744,66.464,71.744,5.28,0.6831
1979,10,34.61,Engineering,Senior,0.27,0.34,1,72.289,67.709,72.289,4.58,0.5965
1980,3,28.77,Sales,Manager,0.5,0.58,0,54.522,54.522,60.682,6.16,0.2575
1981,6,34.29,Operations,Senior,0.91,0.4,1,63.596,58.896,63.596,4.7,0.432
1982,13,43.32,Operations,Entry,0.4,0.11,1,75.99,71.87,75.99,4.12,0.8011
1983,9,34.48,Sales,Manager,0.34,0.53,0,66.685,66.685,72.745,6.06,0.6143
1984,8,50.74,HR,Mid,0.16,0.91,1,78.227,72.507,78.227,5.72,0.9073
1985,7,41.38,Finance,Senior,0.16,0.71,1,72.787,67.467,72.787,5.32,0.7267
1986,7,27.87,Finance,Senior,0.12,0.7,0,59.318,59.318,64.618,5.3,0.4375
1987,5,31.11,Sales,Senior,0.73,0.49,1,67.52,61.54,67.52,5.98,0.3511
1988,12,42.55,Engineering,Senior,0.58,0.92,1,81.559,75.819,81.559,5.74,0.907
1989,14,35.87,Customer Support,Entry,0.09,0.39,1,78.619,72.839,78.619,5.78,0.7849
1990,7,35.14,Legal,Mid,0.06,0.63,0,65.913,65.913,71.073,5.16,0.5755
1991,8,26.82,Customer Support,Entry,0.59,0.17,0,59.884,59.884,65.224,5.34,0.2874
1992,11,32.71,Operations,Senior,0.77,0.08,0,63.697,63.697,67.757,4.06,0.5089
1993,17,30.68,HR,Senior,0.03,0.34,0,74.936,74.936,79.516,4.58,0.7853
1994,12,34.98,Finance,Manager,0.51,0.46,1,74.512,69.692,74.512,4.82,0.7216
1995,8,47.27,HR,Manager,0.35,0.15,1,70.302,66.102,70.302,4.2,0.7119
1996,9,29.39,Marketing,Entry,0.68,0.99,1,72.938,65.958,72.938,6.98,0.6573
1997,10,29.13,Legal,Entry,0.87,0.48,0,65.327,65.327,70.187,4.86,0.5235
1998,8,37.03,HR,Entry,0.38,0.39,1,67.283,62.603,67.283,4.68,0.579
1999,10,27.92,Finance,Mid,0.05,0.2,0,59.602,59.602,63.902,4.3,0.3995
2000,7,32.21,Legal,Manager,0.07,0.49,1,62.199,57.319,62.199,4.88,0.4612
2001,13,28.66,Finance,Mid,0.55,0.14,0,66.955,66.955,71.135,4.18,0.5289
2002,9,28.21,Operations,Manager,0,0.81,1,71.668,66.148,71.668,5.52,0.5727
2003,3,39.37,Sales,Senior,0.68,0.36,0,56.286,56.286,62.006,5.72,0.3984
2004,14,42.35,Marketing,Mid,0.17,0.76,1,79.998,73.478,79.998,6.52,0.9165
2005,14,39.38,Sales,Mid,0.28,0.08,1,75.589,70.429,75.589,5.16,0.7643
2006,10,34.77,Finance,Senior,0,0.68,1,72.211,66.951,72.211,5.26,0.7072
2007,10,36.9,Customer Support,Entry,0.18,0.03,0,63.639,63.639,68.699,5.06,0.5405
2008,10,45.26,Sales,Senior,0.66,0.84,1,76.477,69.797,76.477,6.68,0.8858
2009,6,35.89,Legal,Senior,0.43,0.72,0,60.461,60.461,65.801,5.34,0.5789
2010,10,38.26,Finance,Senior,0.17,0.78,1,74.138,68.678,74.138,5.46,0.7917
2011,12,27.69,Customer Support,Entry,0.23,0.14,0,66.63,66.63,71.91,5.28,0.4621
2012,14,24.57,Legal,Manager,0.65,0.29,0,65.044,65.044,69.524,4.48,0.5342
2013,10,33.03,Operations,Entry,0.43,0.18,1,68.084,63.824,68.084,4.26,0.5063
2014,10,48.23,Customer Support,Manager,0.71,0.32,1,76.387,70.747,76.387,5.64,0.8304
2015,4,44.55,Marketing,Entry,0.24,0.46,0,59.652,59.652,65.572,5.92,0.5923
2016,14,28.69,Customer Support,Senior,0,0.34,1,72.536,66.856,72.536,5.68,0.6406
2017,10,28.15,Legal,Manager,0.8,0.77,1,69.059,63.619,69.059,5.44,0.6015
2018,11,48.46,Finance,Mid,0.04,0.99,1,80.964,75.084,80.964,5.88,0.9386
2019,10,26.08,Marketing,Mid,0.83,0.33,1,69.222,63.562,69.222,5.66,0.4035
2020,11,33.81,Marketing,Mid,0.4,0.36,0,68.072,68.072,73.792,5.72,0.6288
2021,10,31.1,Engineering,Senior,0.26,0.05,0,66.295,66.295,70.295,4.0,0.418
2022,11,37.41,Sales,Manager,0.75,0.01,1,68.469,63.449,68.469,5.02,0.5892
2023,12,36.44,Finance,Senior,0.27,0.65,1,78.125,72.925,78.125,5.2,0.794
2024,9,35.08,Engineering,Manager,0,0.41,0,66.175,66.175,70.895,4.72,0.587
2025,6,40.1,Sales,Mid,0.86,0.94,1,73.394,66.514,73.394,6.88,0.7321
2026,9,28.84,Engineering,Manager,0.9,0.85,0,63.525,63.525,69.125,5.6,0.6001
2027,8,35.32,Engineering,Senior,0.7,0.19,1,69.876,65.596,69.876,4.28,0.4713
2028,12,31.92,HR,Manager,0.44,0.77,1,76.965,71.525,76.965,5.44,0.7522
2029,11,41.35,Operations,Mid,0,0.14,0,65.457,65.457,69.637,4.18,0.7105
2030,11,34.37,Customer Support,Manager,0.88,0.11,1,72.634,67.414,72.634,5.22,0.5567
2031,7,41.24,Marketing,Manager,0.96,0.38,0,63.257,63.257,69.017,5.76,0.6232
2032,12,38.65,Marketing,Manager,0.8,0.95,1,78.057,71.157,78.057,6.9,0.8774
2033,14,41.7,Legal,Mid,0,0.54,1,77.042,72.062,77.042,4.98,0.8839
2034,10,34.25,Legal,Mid,0.14,0.9,1,73.25,67.55,73.25,5.7,0.7582
2035,10,27.3,Customer Support,Senior,0.92,0.11,1,66.08,60.86,66.08,5.22,0.3568
2036,12,22.62,Operations,Mid,0.77,0.3,1,66.954,62.454,66.954,4.5,0.405
2037,10,42.58,Customer Support,Senior,0.03,0.47,1,79.559,73.619,79.559,5.94,0.7841
2038,9,38.65,Legal,Mid,0.38,0.63,1,69.977,64.817,69.977,5.16,0.7273
2039,6,31.19,Legal,Mid,0.47,0.42,1,70.318,65.578,70.318,4.74,0.3718
2040,11,26.75,Legal,Manager,0.37,0.39,0,61.97,61.97,66.65,4.68,0.4834
2041,6,27.89,Legal,Mid,1,0.45,0,58.456,58.456,63.256,4.8,0.3144
2042,7,29.67,Legal,Entry,0.67,0.67,0,61.214,61.214,66.454,5.24,0.4672
2043,12,34.13,Customer Support,Entry,1,0.64,1,74.7,68.42,74.7,6.28,0.7555
2044,7,40.91,Customer Support,Mid,0.74,0.28,1,70.757,65.197,70.757,5.56,0.5827
2045,10,36.31,Marketing,Manager,0.96,0.43,1,76.679,70.819,76.679,5.86,0.6614
2046,8,40.42,HR,Mid,0.3,0.38,1,72.96,68.3,72.96,4.66,0.6478
2047,8,35.11,Customer Support,Mid,0.27,0.5,1,70.776,64.776,70.776,6.0,0.5744
2048,10,28.07,Legal,Mid,0.27,0.37,1,69.284,64.644,69.284,4.64,0.4611
2049,12,37.62,Legal,Entry,0.12,0.95,1,77.038,71.238,77.038,5.8,0.8672
2050,6,36.08,Operations,Entry,0.83,0.39,0,59.06,59.06,63.74,4.68,0.4685
2051,10,36.1,Customer Support,Manager,0.21,0.33,1,73.518,67.858,73.518,5.66,0.6251
2052,10,26.42,Customer Support,Senior,0.48,0.86,0,66.049,66.049,72.769,6.72,0.5944
2053,10,34.83,Customer Support,Senior,0.77,0.48,1,71.6,65.64,71.6,5.96,0.6472
2054,8,36.34,Sales,Mid,1,0.0,1,67.781,62.781,67.781,5.0,0.4283
2055,9,27.46,Finance,Entry,0.74,0.83,1,68.111,62.551,68.111,5.56,0.5631
2056,9,38.89,Marketing,Manager,0.47,0.08,1,65.569,60.409,65.569,5.16,0.5577
2057,11,37.77,Operations,Manager,0.7,0.98,1,75.551,69.691,75.551,5.86,0.8521
2058,13,44.89,Marketing,Manager,0.61,0.82,1,82.094,75.454,82.094,6.64,0.9261
2059,10,45.6,Finance,Mid,0.62,0.98,1,75.26,69.4,75.26,5.86,0.9069
2060,8,33.69,HR,Entry,0.65,0.87,0,64.837,64.837,70.477,5.64,0.666
2061,11,27.87,Operations,Manager,0.71,0.53,1,70.544,65.584,70.544,4.96,0.5573
2062,10,30.28,Finance,Senior,0.62,0.99,1,70.771,64.891,70.771,5.88,0.7133
2063,9,30.26,HR,Senior,0.43,0.67,1,68.685,63.445,68.685,5.24,0.5699
2064,12,26.49,Customer Support,Mid,0,0.98,1,77.767,70.807,77.767,6.96,0.7142
2065,11,40.26,Marketing,Manager,0.64,0.76,1,78.923,72.403,78.923,6.52,0.8412
2066,11,38.18,Legal,Mid,0.37,0.03,0,64.063,64.063,68.023,3.96,0.6127
2067,7,26.85,HR,Mid,0.75,0.02,0,56.098,56.098,60.038,3.94,0.2149
2068,9,44.02,Marketing,Mid,0,0.99,1,76.025,69.045,76.025,6.98,0.8774
2069,6,32.01,Engineering,Mid,0.32,0.76,1,64.774,59.354,64.774,5.42,0.5061
2070,13,31.16,Operations,Entry,0.11,0.34,1,72.849,68.269,72.849,4.58,0.6503
2071,10,46.61,Operations,Entry,0.23,0.57,1,74.063,69.023,74.063,5.04,0.8573
2072,8,34.15,Operations,Mid,0.6,0.79,1,69.952,64.472,69.952,5.48,0.6501
2073,9,29.07,Marketing,Senior,0.44,0.13,1,64.047,58.787,64.047,5.26,0.3584
2074,6,33.53,Customer Support,Entry,0.65,0.56,1,66.474,60.354,66.474,6.12,0.4705
2075,13,28.74,Marketing,Senior,0.34,0.8,1,77.06,70.46,77.06,6.6,0.7401
2076,12,34.08,Marketing,Mid,0.11,0.55,1,72.059,65.959,72.059,6.1,0.7305
2077,16,31.06,Sales,Manager,0.8,0.22,1,75.357,69.917,75.357,5.44,0.7278
2078,15,37.78,Sales,Senior,0.56,0.43,1,80.373,74.513,80.373,5.86,0.8458
2079,8,37.74,Legal,Entry,0.37,0.88,0,67.162,67.162,72.822,5.66,0.7444
2080,8,39.67,Customer Support,Entry,1,0.07,1,68.992,63.852,68.992,5.14,0.5271
2081,13,30.54,HR,Manager,0.13,0.72,1,78.542,73.202,78.542,5.34,0.7496
2082,13,24.07,Sales,Mid,0.06,0.04,1,69.824,64.744,69.824,5.08,0.3923
2083,10,35.93,HR,Entry,0.68,0.02,0,65.348,65.348,69.288,3.94,0.5155
2084,9,32.85,HR,Senior,0.96,0.8,1,69.315,63.815,69.315,5.5,0.6673
2085,10,36.22,Finance,Mid,0.18,0.08,0,66.478,66.478,70.538,4.06,0.5428
2086,12,31.28,Legal,Manager,0.24,0.97,1,76.238,70.398,76.238,5.84,0.7914
2087,11,38.37,Legal,Manager,0.31,0.59,1,77.716,72.636,77.716,5.08,0.779
2088,7,34.39,Operations,Mid,0.87,0.74,0,61.651,61.651,67.031,5.38,0.5966
2089,4,37.45,Finance,Senior,0.43,0.59,0,61.686,61.686,66.766,5.08,0.4791
2090,13,43.71,HR,Entry,0.85,0.65,1,75.826,70.626,75.826,5.2,0.8988
2091,8,30.21,Marketing,Senior,0.43,0.67,1,69.824,63.484,69.824,6.34,0.5241
2092,11,33.24,Engineering,Senior,0.72,0.52,1,69.811,64.871,69.811,4.94,0.6681
2093,11,29.05,Sales,Manager,0.2,0.08,0,61.617,61.617,66.777,5.16,0.4271
2094,6,34.96,Customer Support,Entry,0.54,0.13,0,58.166,58.166,63.426,5.26,0.3562
2095,9,46.99,Legal,Senior,0.24,0.99,1,76.247,70.367,76.247,5.88,0.9033
2096,10,35.62,Operations,Manager,0.65,0.72,1,74.559,69.219,74.559,5.34,0.7337
2097,16,28.27,Customer Support,Mid,0.16,0.57,0,71.724,71.724,77.864,6.14,0.7724
2098,20,25.97,HR,Entry,0.5,0.81,1,84.117,78.597,84.117,5.52,0.888
2099,11,30.26,Marketing,Manager,0.13,0.61,1,70.436,64.216,70.436,6.22,0.6359
2100,5,30.6,Customer Support,Senior,0.98,0.24,1,65.436,59.956,65.436,5.48,0.267
2101,8,29.06,Sales,Entry,0.39,0.52,0,63.447,63.447,69.487,6.04,0.446
2102,9,32.98,Customer Support,Manager,0.01,0.38,0,65.53,65.53,71.29,5.76,0.5299
2103,8,30.92,Legal,Mid,0.5,0.53,1,66.623,61.663,66.623,4.96,0.4911
2104,13,31.68,Operations,Mid,0.37,0.9,0,70.796,70.796,76.496,5.7,0.8102
2105,5,45.78,Marketing,Mid,0.02,0.72,1,68.853,62.413,68.853,6.44,0.7366
2106,6,36.49,Operations,Manager,0.51,0.12,0,61.843,61.843,65.983,4.14,0.385
2107,4,31.61,Legal,Manager,0.35,0.05,0,54.163,54.163,58.163,4.0,0.2034
2108,8,40.22,Operations,Mid,0.31,0.38,1,71.723,67.063,71.723,4.66,0.6438
2109,9,39.46,Engineering,Senior,0.85,0.86,1,74.284,68.664,74.284,5.62,0.7983
2110,16,41.51,Customer Support,Senior,0.82,0.93,1,84.527,77.667,84.527,6.86,0.9487
2111,6,38.58,Operations,Mid,0.2,0.19,0,64.175,64.175,68.455,4.28,0.4546
2112,10,32.79,Legal,Mid,0,0.54,1,70.924,65.944,70.924,4.98,0.6241
2113,11,35.39,Sales,Senior,1,0.34,0,67.906,67.906,73.586,5.68,0.6549
2114,11,32.23,Sales,Entry,0.52,0.58,0,67.779,67.779,73.939,6.16,0.6665
2115,10,46.25,Customer Support,Senior,1,0.59,0,75.714,75.714,81.894,6.18,0.8568
2116,11,34.93,Operations,Entry,0.29,0.49,1,72.042,67.162,72.042,4.88,0.692
2117,10,38.03,Operations,Manager,0.66,0.22,1,69.09,64.75,69.09,4.34,0.6297
2118,9,43.24,HR,Manager,0.55,0.66,0,66.139,66.139,71.359,5.22,0.8078
2119,11,32.02,Finance,Entry,0.53,0.13,0,66.755,66.755,70.915,4.16,0.5109
2120,12,42.56,HR,Entry,0.74,0.02,1,72.722,68.782,72.722,3.94,0.7347
2121,7,31.43,Marketing,Senior,0.61,0.57,0,61.795,61.795,67.935,6.14,0.4717
2122,7,35.55,Sales,Senior,0.56,0.71,1,74.694,68.274,74.694,6.42,0.6115
2123,13,32.7,Operations,Mid,0.32,0.8,0,70.569,70.569,76.069,5.5,0.8026
2124,11,32.26,HR,Manager,0.1,0.01,1,70.094,66.174,70.094,3.92,0.4744
2125,13,35.29,Customer Support,Manager,0.67,0.28,1,72.929,67.369,72.929,5.56,0.7126
2126,13,43.29,Finance,Entry,0.4,0.0,1,70.206,66.306,70.206,3.9,0.7749
2127,8,33.31,Legal,Entry,0.63,0.29,1,65.246,60.766,65.246,4.48,0.4611
2128,14,31.18,Legal,Entry,0.74,0.24,1,71.691,67.311,71.691,4.38,0.6599
2129,12,47.86,Engineering,Entry,0.2,0.24,1,76.637,72.257,76.637,4.38,0.8586
2130,6,36.75,Operations,Manager,0.72,0.04,0,61.154,61.154,65.134,3.98,0.3643
2131,7,47.25,Sales,Entry,0.6,0.61,1,74.885,68.665,74.885,6.22,0.7968
2132,10,43.66,Engineering,Senior,0,0.51,1,76.553,71.633,76.553,4.92,0.809
2133,7,38.71,Operations,Manager,0.47,0.27,0,65.77,65.77,70.21,4.44,0.5305
2134,7,44.26,Legal,Senior,0.53,0.76,1,71.224,65.804,71.224,5.42,0.7871
2135,9,36.77,Marketing,Senior,0.18,0.88,1,75.175,68.415,75.175,6.76,0.7615
2136,10,27.71,Operations,Mid,0,0.11,1,67.389,63.269,67.389,4.12,0.3653
2137,11,42.38,HR,Senior,0,0.92,1,78.874,73.134,78.874,5.74,0.8892
2138,9,27.89,Legal,Manager,0.72,0.29,0,60.485,60.485,64.965,4.48,0.3861
2139,10,41.51,HR,Entry,0.7,0.32,1,73.362,68.822,73.362,4.54,0.7278
2140,14,28.28,Legal,Senior,0.36,0.68,0,70.082,70.082,75.342,5.26,0.7344
2141,11,41.33,HR,Senior,0.42,0.57,1,74.953,69.913,74.953,5.04,0.8172
2142,17,35.16,Operations,Mid,0.4,0.29,1,82.783,78.303,82.783,4.48,0.8362
2143,7,33.74,Customer Support,Entry,0.33,0.12,0,60.485,60.485,65.725,5.24,0.3692
2144,11,34.72,Sales,Manager,0.48,0.5,0,64.105,64.105,70.105,6.0,0.691
2145,9,34.15,Engineering,Senior,0.97,0.0,0,60.794,60.794,64.694,3.9,0.424
2146,8,32.26,Engineering,Mid,1,0.34,0,64.036,64.036,68.616,4.58,0.455
2147,13,23.9,Legal,Manager,0.88,0.61,1,73.581,68.461,73.581,5.12,0.5853
2148,7,36.69,Marketing,Mid,0.48,0.18,1,67.179,61.819,67.179,5.36,0.4537
2149,9,41.95,Sales,Entry,0.78,0.92,1,76.995,70.155,76.995,6.84,0.8433
2150,12,29.78,HR,Senior,0.19,0.12,1,68.755,64.615,68.755,4.14,0.502
2151,8,42.45,Sales,Senior,0.35,0.19,1,70.465,65.085,70.465,5.38,0.6286
2152,9,24.33,HR,Senior,0.57,0.87,1,70.989,65.349,70.989,5.64,0.507
2153,8,40.87,HR,Entry,0.2,0.3,1,70.404,65.904,70.404,4.5,0.6315
2154,11,50.53,HR,Entry,0.77,0.72,1,82.412,77.072,82.412,5.34,0.9266
2155,15,45.42,Sales,Mid,0.53,0.93,0,78.906,78.906,85.766,6.86,0.9565
2156,9,41.38,Legal,Entry,0.94,0.55,0,68.442,68.442,73.442,5.0,0.7529
2157,14,30.4,Customer Support,Manager,0.95,0.51,0,71.868,71.868,77.888,6.02,0.7252
2158,3,33.59,HR,Mid,0.73,0.18,1,60.704,56.444,60.704,4.26,0.2342
2159,8,44.57,Marketing,Senior,0,1.0,1,75.406,68.406,75.406,7.0,0.8643
2160,12,31.21,HR,Senior,0.17,0.21,1,69.854,65.534,69.854,4.32,0.5654
2161,14,33.77,Sales,Entry,0.75,0.23,0,67.45,67.45,72.91,5.46,0.7072
2162,9,35.65,HR,Mid,0.65,0.01,0,63.606,63.606,67.526,3.92,0.4607
2163,7,31.31,Customer Support,Entry,0.84,0.51,1,66.822,60.802,66.822,6.02,0.4482
2164,12,30.24,Marketing,Manager,1,0.94,1,78.648,71.768,78.648,6.88,0.7682
2165,12,43.94,Finance,Senior,0.27,0.48,1,78.222,73.362,78.222,4.86,0.8565
2166,6,34.2,Sales,Entry,0.5,0.87,0,62.79,62.79,69.53,6.74,0.5928
2167,8,32.27,Engineering,Manager,0.44,0.53,1,67.69,62.73,67.69,4.96,0.5216
2168,10,38.21,HR,Entry,0.54,0.93,1,77.107,71.347,77.107,5.76,0.8235
2169,10,28.61,Engineering,Manager,0.23,0.21,1,67.222,62.902,67.222,4.32,0.4179
2170,15,27.14,Sales,Entry,0.89,0.03,1,71.997,66.937,71.997,5.06,0.546
